year,commune,department_name,department_number,region,beach_flag,port_flag,places
2026,MALAFRETAZ,AIN,1,AUVERGNE-RHÔNE-ALPES,1,0,Plage principale
2026,VIEURE,ALLIER,3,AUVERGNE-RHÔNE-ALPES,1,0,Plage du plan d'eau de Vieure
2026,SAINT JUST D'ARDÈCHE,ARDÈCHE,7,AUVERGNE-RHÔNE-ALPES,1,0,Plage de Saint Just d'Ardèche
2026,SAINT MARTIN D'ARDÈCHE,ARDÈCHE,7,AUVERGNE-RHÔNE-ALPES,1,0,"Plage du Grain de sel, Plage de Sauze"
2026,TRÉMOUILLE,CANTAL,15,AUVERGNE-RHÔNE-ALPES,1,0,Lastioulles
2026,VALENCE,DRÔME,26,AUVERGNE-RHÔNE-ALPES,0,1,Port de l'Épervière
2026,CHAMPAGNAC LE VIEUX,HAUTE-LOIRE,43,AUVERGNE-RHÔNE-ALPES,1,0,Plage du Plan d'eau
2026,LE BOUCHET-SAINT-NICOLAS,HAUTE-LOIRE,43,AUVERGNE-RHÔNE-ALPES,1,0,Plage du lac du Bouchet
2026,EVIAN-LES-BAINS,HAUTE-SAVOIE,74,AUVERGNE-RHÔNE-ALPES,1,1,"Plage du Centre Nautique Evian, Port des Mouettes"
2026,PUBLIER,HAUTE-SAVOIE,74,AUVERGNE-RHÔNE-ALPES,1,0,Plage municipale Amphion-les-bains
2026,SAINT GINGOLPH,HAUTE-SAVOIE,74,AUVERGNE-RHÔNE-ALPES,1,0,Plage municipale de Saint-Gingolph
2026,SCIEZ,HAUTE-SAVOIE,74,AUVERGNE-RHÔNE-ALPES,1,1,"Sciez Municipale, Port de Sciez"
2026,THONON-LES-BAINS,HAUTE-SAVOIE,74,AUVERGNE-RHÔNE-ALPES,1,1,"Plage de Saint Disdille, Plage du centre nautique, Port de plaisance de Rives"
2026,VEYRIER DU LAC,HAUTE-SAVOIE,74,AUVERGNE-RHÔNE-ALPES,1,0,Plage La Brune
2026,YVOIRE,HAUTE-SAVOIE,74,AUVERGNE-RHÔNE-ALPES,0,1,Nernier
2026,AUBUSSON D AUVERGNE,PUY-DE-DÔME,63,AUVERGNE-RHÔNE-ALPES,1,0,Plage du lac d'Aubusson d'Auvergne
2026,AYDAT,PUY-DE-DÔME,63,AUVERGNE-RHÔNE-ALPES,1,0,Plage d'Aydat
2026,CHAMBON SUR LAC,PUY-DE-DÔME,63,AUVERGNE-RHÔNE-ALPES,1,0,Plage Chambon
2026,COURNON D'AUVERGNE,PUY-DE-DÔME,63,AUVERGNE-RHÔNE-ALPES,1,0,plan d'eau de Cournon d'auvergne
2026,LA TOUR D'AUVERGNE,PUY-DE-DÔME,63,AUVERGNE-RHÔNE-ALPES,1,0,Plage du Plan d'eau
2026,MUROL,PUY-DE-DÔME,63,AUVERGNE-RHÔNE-ALPES,1,0,Grande plage du lac Chambon de Murol
2026,SAINT-REMY-SUR-DUROLLE,PUY-DE-DÔME,63,AUVERGNE-RHÔNE-ALPES,1,0,plage côté bars Plan d'eau des Prades
2026,THIERS,PUY-DE-DÔME,63,AUVERGNE-RHÔNE-ALPES,1,0,plan d'eau d'Iloa
2026,GRÉSY SUR ISÈRE,SAVOIE,73,AUVERGNE-RHÔNE-ALPES,1,0,Base de loisirs de Grésy-sur-Isère
2026,ARNAY LE DUC,CÔTE-D'OR,21,BOURGOGNE-FRANCHE-COMTÉ,1,0,Fouché
2026,BESANÇON,DOUBS,25,BOURGOGNE-FRANCHE-COMTÉ,0,1,Halte de Besançon Moulin St Paul
2026,DELUZ,DOUBS,25,BOURGOGNE-FRANCHE-COMTÉ,0,1,Halte Fluviale de Deluz
2026,GRAND BESANÇON MÉTROPOLE - OSSELLE-ROUTELLE,DOUBS,25,BOURGOGNE-FRANCHE-COMTÉ,1,0,Plage d'Osselle
2026,CLAIRVAUX-LES-LACS,JURA,39,BOURGOGNE-FRANCHE-COMTÉ,1,0,Plage du Grand Lac de Clairvaux
2026,CORBIGNY,NIÈVRE,58,BOURGOGNE-FRANCHE-COMTÉ,0,1,Port de la Vauvelle
2026,DECIZE,NIÈVRE,58,BOURGOGNE-FRANCHE-COMTÉ,0,1,Port de Decize
2026,MONTSAUCHE LES SETTONS,NIÈVRE,58,BOURGOGNE-FRANCHE-COMTÉ,1,0,Plage de la Presqu'ile
2026,NEVERS,NIÈVRE,58,BOURGOGNE-FRANCHE-COMTÉ,0,1,Port de Nevers
2026,CHALON SUR SAÔNE,SAÔNE-ET-LOIRE,71,BOURGOGNE-FRANCHE-COMTÉ,0,1,Chalon sur Saône
2026,MÂCON,SAÔNE-ET-LOIRE,71,BOURGOGNE-FRANCHE-COMTÉ,0,1,Port de plaisance de Mâcon
2026,SAINT-LÉGER-SUR-DHEUNE,SAÔNE-ET-LOIRE,71,BOURGOGNE-FRANCHE-COMTÉ,0,1,Port de plaisance de Saint-Léger-sur-Dheune
2026,AUXERRE,YONNE,89,BOURGOGNE-FRANCHE-COMTÉ,0,1,Port des maillotins
2026,AUDIERNE,FINISTÈRE,29,BRETAGNE,1,0,"Plage de Trescadec, Plage de Trez Goarem"
2026,BENODET,FINISTÈRE,29,BRETAGNE,1,0,Plage du Trez
2026,CLOHARS CARNOËT,FINISTÈRE,29,BRETAGNE,1,0,"Bellangenet, Kerrou"
2026,FOUESNANT-LES GLÉNAN,FINISTÈRE,29,BRETAGNE,1,0,"Kerler, Maner Coat Clevarec, Kerambigorn, Cap Coz (milieu)"
2026,LE CONQUET,FINISTÈRE,29,BRETAGNE,1,0,"Pors Liogan, Portez, Blancs Sablons"
2026,PLOUARZEL,FINISTÈRE,29,BRETAGNE,1,0,Porsman
2026,PLOUHINEC,FINISTÈRE,29,BRETAGNE,1,0,"Gwendrez, Mesperleuc"
2026,POULDREUZIC,FINISTÈRE,29,BRETAGNE,1,0,Penhors
2026,ROSCOFF,FINISTÈRE,29,BRETAGNE,1,0,Roc'h Kroum
2026,SAINT POL DE LÉON,FINISTÈRE,29,BRETAGNE,1,0,Sainte Anne
2026,IFFENDIC,ILLE-ET-VILAINE,35,BRETAGNE,1,0,Lac de Trémelin
2026,SAINT BRIAC SUR MER,ILLE-ET-VILAINE,35,BRETAGNE,1,0,"La Salinette, Port Hue"
2026,CARNAC,MORBIHAN,56,BRETAGNE,1,0,"Saint Colomban, Grande Plage"
2026,ERDEVEN,MORBIHAN,56,BRETAGNE,1,0,"Kerouriec, Kerhillio"
2026,PLOUHINEC,MORBIHAN,56,BRETAGNE,1,0,"Kervegant, Le Magouero"
2026,SAINT-MARTIN-SUR-OUST,MORBIHAN,56,BRETAGNE,0,1,Halte Fluviale Saint-Martin-Sur-Oust
